"Acquisition.Time","Acquisition.Start.Time","GPS.Fix.Time","GPS.Fix.Attempt","GPS.Latitude","GPS.Longitude","GPS.UTM.Zone","GPS.UTM.Northing","GPS.UTM.Easting","GPS.Horizontal.Error","Satellite.Uplink","Receive.Time","Repetition.Count","Low.Voltage","Mortality","Predeployment.Data","Error","Serial_Number","DateTime","StartTrack","AID","Date","Status"
"2021.05.21 00:01:30","2021.05.21 00:00:00","2021.05.21 00:01:30","Succeeded",42.925858,-109.028277,"12T",4754467,660907,22.5,"",2021-05-20 18:09:47,1,"","","No",NA,"708501A",2021-05-20 18:01:30,2021-03-01,"WR_Elk034",2021-05-21,"NA"
"2021.05.22 00:01:30","2021.05.22 00:00:00","2021.05.22 00:01:30","Succeeded",42.939935,-109.011197,"12T",4756064,662264,7.5,"",2021-05-21 18:01:37,1,"","","No",NA,"708501A",2021-05-21 18:01:30,2021-03-01,"WR_Elk034",2021-05-22,"NA"
"2021.05.23 00:00:30","2021.05.23 00:00:00","2021.05.23 00:00:30","Succeeded",42.945771,-109.019866,"12T",4756695,661542,7.5,"",2021-05-22 18:00:50,1,"","","No",NA,"708501A",2021-05-22 18:00:30,2021-03-01,"WR_Elk034",2021-05-23,"NA"
"2021.05.24 00:01:30","2021.05.24 00:00:00","2021.05.24 00:01:30","Succeeded",42.940621,-109.052911,"12T",4756060,658859,7.5,"",2021-05-23 18:01:21,1,"","","No",NA,"708501A",2021-05-23 18:01:30,2021-03-01,"WR_Elk034",2021-05-24,"NA"
"2021.05.25 00:01:30","2021.05.25 00:00:00","2021.05.25 00:01:30","Succeeded",42.932725,-109.082608,"12T",4755128,656456,7.5,"",2021-05-24 18:01:56,1,"","","No",NA,"708501A",2021-05-24 18:01:30,2021-03-01,"WR_Elk034",2021-05-25,"NA"
"2021.05.26 00:01:30","2021.05.26 00:00:00","2021.05.26 00:01:30","Succeeded",42.937188,-109.083552,"12T",4755621,656368,37.5,"",2021-05-25 18:01:05,1,"","","No",NA,"708501A",2021-05-25 18:01:30,2021-03-01,"WR_Elk034",2021-05-26,"NA"
"2021.05.27 00:01:30","2021.05.27 00:00:00","2021.05.27 00:01:30","Succeeded",42.938132,-109.084926,"12T",4755724,656253,7.5,"",2021-05-26 18:09:48,1,"","","No",NA,"708501A",2021-05-26 18:01:30,2021-03-01,"WR_Elk034",2021-05-27,"NA"
"2021.05.28 00:00:30","2021.05.28 00:00:00","2021.05.28 00:00:30","Succeeded",42.956929,-109.028792,"12T",4757917,660784,7.5,"",2021-05-27 18:00:45,1,"","","No",NA,"708501A",2021-05-27 18:00:30,2021-03-01,"WR_Elk034",2021-05-28,"NA"
"2021.05.29 00:00:30","2021.05.29 00:00:00","2021.05.29 00:00:30","Succeeded",42.928777,-109.033599,"12T",4754781,660465,7.5,"",2021-05-28 18:00:44,1,"","","No",NA,"708501A",2021-05-28 18:00:30,2021-03-01,"WR_Elk034",2021-05-29,"NA"
"2021.05.30 00:01:30","2021.05.30 00:00:00","2021.05.30 00:01:30","Succeeded",42.927575,-109.030509,"12T",4754654,660721,7.5,"",2021-05-29 18:01:25,1,"","","No",NA,"708501A",2021-05-29 18:01:30,2021-03-01,"WR_Elk034",2021-05-30,"NA"
"2021.05.31 00:01:30","2021.05.31 00:00:00","2021.05.31 00:01:30","Succeeded",42.929378,-109.032226,"12T",4754851,660576,7.5,"",2021-05-30 18:01:16,1,"","","No",NA,"708501A",2021-05-30 18:01:30,2021-03-01,"WR_Elk034",2021-05-31,"NA"
"2021.06.01 00:02:30","2021.06.01 00:00:00","2021.06.01 00:02:30","Succeeded",42.925344,-109.033084,"12T",4754401,660516,7.5,"",2021-05-31 18:02:56,1,"","","No",NA,"708501A",2021-05-31 18:02:30,2021-03-01,"WR_Elk034",2021-06-01,"NA"
"2021.06.02 00:00:30","2021.06.02 00:00:00","2021.06.02 00:00:30","Succeeded",42.925944,-109.039779,"12T",4754455,659968,7.5,"",2021-06-01 18:00:54,1,"","","No",NA,"708501A",2021-06-01 18:00:30,2021-03-01,"WR_Elk034",2021-06-02,"NA"
"2021.06.03 00:01:30","2021.06.03 00:00:00","2021.06.03 00:01:30","Succeeded",42.925258,-109.039264,"12T",4754380,660012,22.5,"",2021-06-02 18:01:32,1,"","","No",NA,"708501A",2021-06-02 18:01:30,2021-03-01,"WR_Elk034",2021-06-03,"NA"
"2021.06.05 00:01:30","2021.06.05 00:00:00","2021.06.05 00:01:30","Succeeded",42.930493,-109.089732,"12T",4754866,655880,22.5,"",2021-06-04 18:01:55,1,"","","No",NA,"708501A",2021-06-04 18:01:30,2021-03-01,"WR_Elk034",2021-06-05,"NA"
"2021.06.06 00:02:30","2021.06.06 00:00:00","2021.06.06 00:02:30","Succeeded",42.927661,-109.092221,"12T",4754547,655684,22.5,"",2021-06-05 18:02:25,1,"","","No",NA,"708501A",2021-06-05 18:02:30,2021-03-01,"WR_Elk034",2021-06-06,"NA"
"2021.06.07 00:01:30","2021.06.07 00:00:00","2021.06.07 00:01:30","Succeeded",42.92603,-109.087586,"12T",4754375,656067,52.5,"",2021-06-06 18:01:01,1,"","","No",NA,"708501A",2021-06-06 18:01:30,2021-03-01,"WR_Elk034",2021-06-07,"NA"
"2021.06.08 00:01:30","2021.06.08 00:00:00","2021.06.08 00:01:30","Succeeded",42.923284,-109.098058,"12T",4754050,655219,7.5,"",2021-06-07 18:10:42,1,"","","No",NA,"708501A",2021-06-07 18:01:30,2021-03-01,"WR_Elk034",2021-06-08,"NA"
"2021.06.09 00:02:30","2021.06.09 00:00:00","2021.06.09 00:02:30","Succeeded",42.926803,-109.083896,"12T",4754468,656366,37.5,"",2021-06-08 18:02:10,1,"","","No",NA,"708501A",2021-06-08 18:02:30,2021-03-01,"WR_Elk034",2021-06-09,"NA"
"2021.06.10 00:01:30","2021.06.10 00:00:00","2021.06.10 00:01:30","Succeeded",42.928262,-109.096169,"12T",4754607,655361,7.5,"",2021-06-09 18:01:02,1,"","","No",NA,"708501A",2021-06-09 18:01:30,2021-03-01,"WR_Elk034",2021-06-10,"NA"
"2021.06.11 00:01:30","2021.06.11 00:00:00","2021.06.11 00:01:30","Succeeded",42.923369,-109.098315,"12T",4754059,655198,22.5,"",2021-06-10 18:01:36,1,"","","No",NA,"708501A",2021-06-10 18:01:30,2021-03-01,"WR_Elk034",2021-06-11,"NA"
"2021.06.12 00:00:30","2021.06.12 00:00:00","2021.06.12 00:00:30","Succeeded",42.922082,-109.099088,"12T",4753915,655138,7.5,"",2021-06-11 18:00:50,1,"","","No",NA,"708501A",2021-06-11 18:00:30,2021-03-01,"WR_Elk034",2021-06-12,"NA"
"2021.06.13 00:01:30","2021.06.13 00:00:00","2021.06.13 00:01:30","Succeeded",42.923799,-109.097629,"12T",4754108,655253,22.5,"",2021-06-12 18:01:01,1,"","","No",NA,"708501A",2021-06-12 18:01:30,2021-03-01,"WR_Elk034",2021-06-13,"NA"
"2021.06.14 00:00:30","2021.06.14 00:00:00","2021.06.14 00:00:30","Succeeded",42.897878,-109.129128,"12T",4751172,652746,7.5,"",2021-06-13 18:00:50,1,"","","No",NA,"708501A",2021-06-13 18:00:30,2021-03-01,"WR_Elk034",2021-06-14,"NA"
"2021.06.15 00:00:30","2021.06.15 00:00:00","2021.06.15 00:00:30","Succeeded",42.852645,-109.2026,"12T",4746018,646855,7.5,"",2021-06-14 18:00:50,1,"","","No",NA,"708501A",2021-06-14 18:00:30,2021-03-01,"WR_Elk034",2021-06-15,"NA"
"2021.06.16 00:01:30","2021.06.16 00:00:00","2021.06.16 00:01:30","Succeeded",42.840972,-109.203115,"12T",4744721,646840,22.5,"",2021-06-15 18:01:41,1,"","","No",NA,"708501A",2021-06-15 18:01:30,2021-03-01,"WR_Elk034",2021-06-16,"NA"
"2021.06.17 00:00:30","2021.06.17 00:00:00","2021.06.17 00:00:30","Succeeded",42.841487,-109.202771,"12T",4744779,646867,7.5,"",2021-06-16 18:00:41,1,"","","No",NA,"708501A",2021-06-16 18:00:30,2021-03-01,"WR_Elk034",2021-06-17,"NA"
"2021.06.18 00:01:30","2021.06.18 00:00:00","2021.06.18 00:01:30","Succeeded",42.843633,-109.217105,"12T",4744992,645691,7.5,"",2021-06-17 18:01:10,1,"","","No",NA,"708501A",2021-06-17 18:01:30,2021-03-01,"WR_Elk034",2021-06-18,"NA"
"2021.06.19 00:00:30","2021.06.19 00:00:00","2021.06.19 00:00:30","Succeeded",42.833076,-109.236331,"12T",4743787,644144,7.5,"",2021-06-18 18:00:50,2,"","","No",NA,"708501A",2021-06-18 18:00:30,2021-03-01,"WR_Elk034",2021-06-19,"NA"
"2021.06.21 00:01:30","2021.06.21 00:00:00","2021.06.21 00:01:30","Succeeded",42.830157,-109.219422,"12T",4743492,645533,52.5,"",2021-06-20 18:10:27,1,"","","No",NA,"708501A",2021-06-20 18:01:30,2021-03-01,"WR_Elk034",2021-06-21,"NA"
"2021.06.22 00:00:30","2021.06.22 00:00:00","2021.06.22 00:00:30","Succeeded",42.829728,-109.225602,"12T",4743434,645029,7.5,"",2021-06-21 18:00:50,1,"","","No",NA,"708501A",2021-06-21 18:00:30,2021-03-01,"WR_Elk034",2021-06-22,"NA"
"2021.06.23 00:02:30","2021.06.23 00:00:00","2021.06.23 00:02:30","Succeeded",42.831101,-109.219165,"12T",4743597,645552,22.5,"",2021-06-22 18:02:52,1,"","","No",NA,"708501A",2021-06-22 18:02:30,2021-03-01,"WR_Elk034",2021-06-23,"NA"
"2021.06.24 00:00:30","2021.06.24 00:00:00","2021.06.24 00:00:30","Succeeded",42.822003,-109.200625,"12T",4742619,647089,7.5,"",2021-06-23 18:00:51,1,"","","No",NA,"708501A",2021-06-23 18:00:30,2021-03-01,"WR_Elk034",2021-06-24,"NA"
"2021.06.25 00:01:30","2021.06.25 00:00:00","2021.06.25 00:01:30","Succeeded",42.821231,-109.193845,"12T",4742545,647645,7.5,"",2021-06-24 18:01:39,1,"","","No",NA,"708501A",2021-06-24 18:01:30,2021-03-01,"WR_Elk034",2021-06-25,"NA"
"2021.06.26 00:01:30","2021.06.26 00:00:00","2021.06.26 00:01:30","Succeeded",42.820373,-109.201484,"12T",4742437,647022,7.5,"",2021-06-25 18:01:08,1,"","","No",NA,"708501A",2021-06-25 18:01:30,2021-03-01,"WR_Elk034",2021-06-26,"NA"
"2021.06.27 00:01:30","2021.06.27 00:00:00","2021.06.27 00:01:30","Succeeded",42.835565,-109.212985,"12T",4744104,646046,7.5,"",2021-06-26 18:01:27,1,"","","No",NA,"708501A",2021-06-26 18:01:30,2021-03-01,"WR_Elk034",2021-06-27,"NA"
"2021.06.28 00:02:30","2021.06.28 00:00:00","2021.06.28 00:02:30","Succeeded",42.815223,-109.228005,"12T",4741819,644866,7.5,"",2021-06-27 18:02:03,1,"","","No",NA,"708501A",2021-06-27 18:02:30,2021-03-01,"WR_Elk034",2021-06-28,"NA"
"2021.06.29 00:02:30","2021.06.29 00:00:00","2021.06.29 00:02:30","Succeeded",42.834363,-109.222255,"12T",4743954,645291,7.5,"",2021-06-28 18:02:44,1,"","","No",NA,"708501A",2021-06-28 18:02:30,2021-03-01,"WR_Elk034",2021-06-29,"NA"
"2021.06.30 00:00:30","2021.06.30 00:00:00","2021.06.30 00:00:30","Succeeded",42.840886,-109.228778,"12T",4744667,644743,22.5,"",2021-06-29 18:00:58,1,"","","No",NA,"708501A",2021-06-29 18:00:30,2021-03-01,"WR_Elk034",2021-06-30,"NA"
"2021.07.01 00:00:30","2021.07.01 00:00:00","2021.07.01 00:00:30","Succeeded",42.857623,-109.202514,"12T",4746571,646850,7.5,"",2021-06-30 18:00:39,1,"","","No",NA,"708501A",2021-06-30 18:00:30,2021-03-01,"WR_Elk034",2021-07-01,"NA"
"2021.07.02 00:01:30","2021.07.02 00:00:00","2021.07.02 00:01:30","Succeeded",42.841315,-109.203029,"12T",4744759,646846,7.5,"",2021-07-01 18:01:09,1,"","","No",NA,"708501A",2021-07-01 18:01:30,2021-03-01,"WR_Elk034",2021-07-02,"NA"
"2021.07.03 00:02:30","2021.07.03 00:00:00","2021.07.03 00:02:30","Succeeded",42.834878,-109.210153,"12T",4744032,646279,7.5,"",2021-07-02 18:02:51,1,"","","No",NA,"708501A",2021-07-02 18:02:30,2021-03-01,"WR_Elk034",2021-07-03,"NA"
"2021.07.04 00:00:30","2021.07.04 00:00:00","2021.07.04 00:00:30","Succeeded",42.828441,-109.209809,"12T",4743318,646323,7.5,"",2021-07-03 18:10:07,1,"","","No",NA,"708501A",2021-07-03 18:00:30,2021-03-01,"WR_Elk034",2021-07-04,"NA"
"2021.07.06 00:01:30","2021.07.06 00:00:00","2021.07.06 00:01:30","Succeeded",42.8196,-109.229207,"12T",4742303,644758,7.5,"",2021-07-05 18:01:01,1,"","","No",NA,"708501A",2021-07-05 18:01:30,2021-03-01,"WR_Elk034",2021-07-06,"NA"
"2021.07.07 00:02:30","2021.07.07 00:00:00","2021.07.07 00:02:30","Succeeded",42.845693,-109.219937,"12T",4745216,645454,7.5,"",2021-07-06 18:02:31,1,"","","No",NA,"708501A",2021-07-06 18:02:30,2021-03-01,"WR_Elk034",2021-07-07,"NA"
"2021.07.08 00:01:30","2021.07.08 00:00:00","2021.07.08 00:01:30","Succeeded",42.833161,-109.242339,"12T",4743786,643653,7.5,"",2021-07-07 18:01:56,1,"","","No",NA,"708501A",2021-07-07 18:01:30,2021-03-01,"WR_Elk034",2021-07-08,"NA"
"2021.07.09 00:00:30","2021.07.09 00:00:00","2021.07.09 00:00:30","Succeeded",42.832561,-109.242511,"12T",4743719,643640,7.5,"",2021-07-08 18:09:53,1,"","","No",NA,"708501A",2021-07-08 18:00:30,2021-03-01,"WR_Elk034",2021-07-09,"NA"
"2021.07.10 00:01:30","2021.07.10 00:00:00","2021.07.10 00:01:30","Succeeded",42.835307,-109.25281,"12T",4744007,642792,7.5,"",2021-07-09 18:01:01,1,"","","No",NA,"708501A",2021-07-09 18:01:30,2021-03-01,"WR_Elk034",2021-07-10,"NA"
"2021.07.11 00:01:30","2021.07.11 00:00:00","2021.07.11 00:01:30","Succeeded",42.850156,-109.262681,"12T",4745639,641951,22.5,"",2021-07-10 18:01:01,1,"","","No",NA,"708501A",2021-07-10 18:01:30,2021-03-01,"WR_Elk034",2021-07-11,"NA"
"2021.07.12 00:00:30","2021.07.12 00:00:00","2021.07.12 00:00:30","Succeeded",42.833676,-109.237447,"12T",4743852,644051,7.5,"",2021-07-11 18:00:59,1,"","","No",NA,"708501A",2021-07-11 18:00:30,2021-03-01,"WR_Elk034",2021-07-12,"NA"
"2021.07.14 00:00:30","2021.07.14 00:00:00","2021.07.14 00:00:30","Succeeded",42.853589,-109.202428,"12T",4746123,646866,7.5,"",2021-07-13 18:00:44,1,"","","No",NA,"708501A",2021-07-13 18:00:30,2021-03-01,"WR_Elk034",2021-07-14,"NA"
"2021.07.15 00:01:30","2021.07.15 00:00:00","2021.07.15 00:01:30","Succeeded",42.85419,-109.20217,"12T",4746191,646886,7.5,"",2021-07-14 18:01:02,1,"","","No",NA,"708501A",2021-07-14 18:01:30,2021-03-01,"WR_Elk034",2021-07-15,"NA"
"2021.03.02 00:01:30","2021.03.02 00:00:00","2021.03.02 00:01:30","Succeeded",43.570018,-109.015059,"12T",4826032,660287,7.5,"",2021-03-01 17:01:08,1,"","","No",NA,"708502A",2021-03-01 17:01:30,2021-03-01,"WR_Elk035",2021-03-02,"NA"
"2021.03.03 00:01:30","2021.03.03 00:00:00","2021.03.03 00:01:30","Succeeded",43.562894,-109.060464,"12T",4825154,656639,7.5,"",2021-03-02 17:10:12,1,"","","No",NA,"708502A",2021-03-02 17:01:30,2021-03-01,"WR_Elk035",2021-03-03,"NA"
"2021.03.04 00:00:30","2021.03.04 00:00:00","2021.03.04 00:00:30","Succeeded",43.564267,-109.059606,"12T",4825308,656705,7.5,"",2021-03-03 17:00:56,1,"","","No",NA,"708502A",2021-03-03 17:00:30,2021-03-01,"WR_Elk035",2021-03-04,"NA"
"2021.03.05 00:00:30","2021.03.05 00:00:00","2021.03.05 00:00:30","Succeeded",43.558517,-109.056258,"12T",4824676,656990,7.5,"",2021-03-04 17:00:39,1,"","","No",NA,"708502A",2021-03-04 17:00:30,2021-03-01,"WR_Elk035",2021-03-05,"NA"
"2021.03.06 00:01:30","2021.03.06 00:00:00","2021.03.06 00:01:30","Succeeded",43.565211,-109.062095,"12T",4825408,656501,7.5,"",2021-03-05 17:01:40,1,"","","No",NA,"708502A",2021-03-05 17:01:30,2021-03-01,"WR_Elk035",2021-03-06,"NA"
"2021.03.07 00:01:30","2021.03.07 00:00:00","2021.03.07 00:01:30","Succeeded",43.590875,-109.091449,"12T",4828203,654065,7.5,"",2021-03-06 17:01:21,1,"","","No",NA,"708502A",2021-03-06 17:01:30,2021-03-01,"WR_Elk035",2021-03-07,"NA"
"2021.03.08 00:01:30","2021.03.08 00:00:00","2021.03.08 00:01:30","Succeeded",43.585811,-109.096427,"12T",4827632,653676,7.5,"",2021-03-07 17:01:07,1,"","","No",NA,"708502A",2021-03-07 17:01:30,2021-03-01,"WR_Elk035",2021-03-08,"NA"
"2021.03.09 00:01:30","2021.03.09 00:00:00","2021.03.09 00:01:30","Succeeded",43.574224,-109.070592,"12T",4826393,655792,22.5,"",2021-03-08 17:01:29,1,"","","No",NA,"708502A",2021-03-08 17:01:30,2021-03-01,"WR_Elk035",2021-03-09,"NA"
"2021.03.10 00:01:30","2021.03.10 00:00:00","2021.03.10 00:01:30","Succeeded",43.578601,-109.089389,"12T",4826844,654263,7.5,"",2021-03-09 17:01:05,1,"","","No",NA,"708502A",2021-03-09 17:01:30,2021-03-01,"WR_Elk035",2021-03-10,"NA"
"2021.03.11 00:01:30","2021.03.11 00:00:00","2021.03.11 00:01:30","Succeeded",43.56401,-109.063296,"12T",4825272,656408,7.5,"",2021-03-10 17:01:32,1,"","","No",NA,"708502A",2021-03-10 17:01:30,2021-03-01,"WR_Elk035",2021-03-11,"NA"
"2021.03.12 00:01:30","2021.03.12 00:00:00","2021.03.12 00:01:30","Succeeded",43.550963,-109.036775,"12T",4823874,658584,7.5,"",2021-03-11 17:10:17,1,"","","No",NA,"708502A",2021-03-11 17:01:30,2021-03-01,"WR_Elk035",2021-03-12,"NA"
"2021.03.13 00:00:30","2021.03.13 00:00:00","2021.03.13 00:00:30","Succeeded",43.551221,-109.050508,"12T",4823876,657474,7.5,"",2021-03-12 17:00:44,1,"","","No",NA,"708502A",2021-03-12 17:00:30,2021-03-01,"WR_Elk035",2021-03-13,"NA"
"2021.03.14 00:01:30","2021.03.14 00:00:00","2021.03.14 00:01:30","Succeeded",43.568473,-109.06364,"12T",4825767,656368,22.5,"",2021-03-13 17:01:03,1,"","","No",NA,"708502A",2021-03-13 17:01:30,2021-03-01,"WR_Elk035",2021-03-14,"NA"
"2021.03.15 00:02:30","2021.03.15 00:00:00","2021.03.15 00:02:30","Succeeded",43.576369,-109.068017,"12T",4826636,655994,7.5,"",2021-03-14 18:02:02,1,"","","No",NA,"708502A",2021-03-14 18:02:30,2021-03-01,"WR_Elk035",2021-03-15,"NA"
"2021.03.16 00:01:30","2021.03.16 00:00:00","2021.03.16 00:01:30","Succeeded",43.598514,-109.042182,"12T",4829144,658022,7.5,"",2021-03-15 18:01:33,1,"","","No",NA,"708502A",2021-03-15 18:01:30,2021-03-01,"WR_Elk035",2021-03-16,"NA"
"2021.03.17 00:00:30","2021.03.17 00:00:00","2021.03.17 00:00:30","Succeeded",43.591132,-109.014287,"12T",4828378,660294,7.5,"",2021-03-16 18:00:43,1,"","","No",NA,"708502A",2021-03-16 18:00:30,2021-03-01,"WR_Elk035",2021-03-17,"NA"
"2021.03.18 00:01:30","2021.03.18 00:00:00","2021.03.18 00:01:30","Succeeded",43.585639,-109.020724,"12T",4827756,659789,7.5,"",2021-03-17 18:01:21,1,"","","No",NA,"708502A",2021-03-17 18:01:30,2021-03-01,"WR_Elk035",2021-03-18,"NA"
"2021.03.19 00:00:30","2021.03.19 00:00:00","2021.03.19 00:00:30","Succeeded",43.591819,-109.039607,"12T",4828406,658248,7.5,"",2021-03-18 18:00:39,1,"","","No",NA,"708502A",2021-03-18 18:00:30,2021-03-01,"WR_Elk035",2021-03-19,"NA"
"2021.03.20 00:01:30","2021.03.20 00:00:00","2021.03.20 00:01:30","Succeeded",43.585639,-109.03008,"12T",4827738,659033,22.5,"",2021-03-19 18:01:02,1,"","","No",NA,"708502A",2021-03-19 18:01:30,2021-03-01,"WR_Elk035",2021-03-20,"NA"
"2021.03.21 00:00:30","2021.03.21 00:00:00","2021.03.21 00:00:30","Succeeded",43.592248,-109.016519,"12T",4828498,660110,7.5,"",2021-03-20 18:00:53,1,"","","No",NA,"708502A",2021-03-20 18:00:30,2021-03-01,"WR_Elk035",2021-03-21,"NA"
"2021.03.22 00:00:30","2021.03.22 00:00:00","2021.03.22 00:00:30","Succeeded",43.589158,-109.014373,"12T",4828159,660292,22.5,"",2021-03-21 18:01:00,1,"","","No",NA,"708502A",2021-03-21 18:00:30,2021-03-01,"WR_Elk035",2021-03-22,"NA"
"2021.03.23 00:02:30","2021.03.23 00:00:00","2021.03.23 00:02:30","Succeeded",43.575253,-109.035573,"12T",4826574,658617,22.5,"",2021-03-22 18:02:11,1,"","","No",NA,"708502A",2021-03-22 18:02:30,2021-03-01,"WR_Elk035",2021-03-23,"NA"
"2021.03.24 00:01:30","2021.03.24 00:00:00","2021.03.24 00:01:30","Succeeded",43.574309,-108.999953,"12T",4826537,661496,37.5,"",2021-03-23 18:01:54,1,"","","No",NA,"708502A",2021-03-23 18:01:30,2021-03-01,"WR_Elk035",2021-03-24,"NA"
"2021.03.25 00:01:30","2021.03.25 00:00:00","2021.03.25 00:01:30","Succeeded",43.588557,-108.981586,"12T",4828156,662940,22.5,"",2021-03-24 18:01:32,1,"","","No",NA,"708502A",2021-03-24 18:01:30,2021-03-01,"WR_Elk035",2021-03-25,"NA"
"2021.03.26 00:01:30","2021.03.26 00:00:00","2021.03.26 00:01:30","Succeeded",43.577571,-109.018664,"12T",4826863,659976,22.5,"",2021-03-25 18:01:41,1,"","","No",NA,"708502A",2021-03-25 18:01:30,2021-03-01,"WR_Elk035",2021-03-26,"NA"
"2021.03.27 00:00:30","2021.03.27 00:00:00","2021.03.27 00:00:30","Succeeded",43.600745,-109.017034,"12T",4829440,660046,7.5,"",2021-03-26 18:00:39,1,"","","No",NA,"708502A",2021-03-26 18:00:30,2021-03-01,"WR_Elk035",2021-03-27,"NA"
"2021.03.28 00:00:30","2021.03.28 00:00:00","2021.03.28 00:00:30","Succeeded",43.591647,-109.030766,"12T",4828404,658962,22.5,"",2021-03-27 18:00:51,1,"","","No",NA,"708502A",2021-03-27 18:00:30,2021-03-01,"WR_Elk035",2021-03-28,"NA"
"2021.03.29 00:00:30","2021.03.29 00:00:00","2021.03.29 00:00:30","Succeeded",43.580661,-109.044671,"12T",4827157,657868,7.5,"",2021-03-28 18:00:51,1,"","","No",NA,"708502A",2021-03-28 18:00:30,2021-03-01,"WR_Elk035",2021-03-29,"NA"
"2021.03.30 00:01:30","2021.03.30 00:00:00","2021.03.30 00:01:30","Succeeded",43.594394,-109.063811,"12T",4828646,656287,37.5,"",2021-03-29 18:10:40,1,"","","No",NA,"708502A",2021-03-29 18:01:30,2021-03-01,"WR_Elk035",2021-03-30,"NA"
"2021.03.31 00:01:30","2021.03.31 00:00:00","2021.03.31 00:01:30","Succeeded",43.584695,-109.087672,"12T",4827524,654386,22.5,"",2021-03-30 18:01:18,1,"","","No",NA,"708502A",2021-03-30 18:01:30,2021-03-01,"WR_Elk035",2021-03-31,"NA"
"2021.04.01 00:00:30","2021.04.01 00:00:00","2021.04.01 00:00:30","Succeeded",43.592162,-109.079089,"12T",4828369,655060,7.5,"",2021-03-31 18:00:51,1,"","","No",NA,"708502A",2021-03-31 18:00:30,2021-03-01,"WR_Elk035",2021-04-01,"NA"
"2021.04.02 00:02:30","2021.04.02 00:00:00","2021.04.02 00:02:30","Succeeded",43.593879,-109.104152,"12T",4828514,653032,52.5,"",2021-04-01 18:12:05,1,"","","No",NA,"708502A",2021-04-01 18:02:30,2021-03-01,"WR_Elk035",2021-04-02,"NA"
"2021.04.03 00:01:30","2021.04.03 00:00:00","2021.04.03 00:01:30","Succeeded",43.599887,-109.097199,"12T",4829194,653578,7.5,"",2021-04-02 18:01:03,1,"","","No",NA,"708502A",2021-04-02 18:01:30,2021-03-01,"WR_Elk035",2021-04-03,"NA"
"2021.04.04 00:01:30","2021.04.04 00:00:00","2021.04.04 00:01:30","Succeeded",43.58109,-109.114966,"12T",4827073,652192,22.5,"",2021-04-03 18:01:39,1,"","","No",NA,"708502A",2021-04-03 18:01:30,2021-03-01,"WR_Elk035",2021-04-04,"NA"
"2021.04.05 00:01:30","2021.04.05 00:00:00","2021.04.05 00:01:30","Succeeded",43.58212,-109.095225,"12T",4827224,653783,22.5,"",2021-04-04 18:01:30,1,"","","No",NA,"708502A",2021-04-04 18:01:30,2021-03-01,"WR_Elk035",2021-04-05,"NA"
"2021.04.06 00:01:30","2021.04.06 00:00:00","2021.04.06 00:01:30","Succeeded",43.608985,-109.032826,"12T",4830325,658750,22.5,"",2021-04-05 18:01:03,1,"","","No",NA,"708502A",2021-04-05 18:01:30,2021-03-01,"WR_Elk035",2021-04-06,"NA"
"2021.04.07 00:01:30","2021.04.07 00:00:00","2021.04.07 00:01:30","Succeeded",43.572936,-108.986735,"12T",4826411,662567,22.5,"",2021-04-06 18:10:37,1,"","","No",NA,"708502A",2021-04-06 18:01:30,2021-03-01,"WR_Elk035",2021-04-07,"NA"
"2021.04.08 00:00:30","2021.04.08 00:00:00","2021.04.08 00:00:30","Succeeded",43.57491,-108.976521,"12T",4826650,663386,7.5,"",2021-04-07 18:00:42,1,"","","No",NA,"708502A",2021-04-07 18:00:30,2021-03-01,"WR_Elk035",2021-04-08,"NA"
"2021.04.09 00:01:30","2021.04.09 00:00:00","2021.04.09 00:01:30","Succeeded",43.580403,-108.97017,"12T",4827273,663884,22.5,"",2021-04-08 18:01:34,1,"","","No",NA,"708502A",2021-04-08 18:01:30,2021-03-01,"WR_Elk035",2021-04-09,"NA"
"2021.04.10 00:01:30","2021.04.10 00:00:00","2021.04.10 00:01:30","Succeeded",43.598857,-108.959012,"12T",4829344,664735,7.5,"",2021-04-09 18:01:33,1,"","","No",NA,"708502A",2021-04-09 18:01:30,2021-03-01,"WR_Elk035",2021-04-10,"NA"
"2021.04.11 00:01:30","2021.04.11 00:00:00","2021.04.11 00:01:30","Succeeded",43.617139,-109.050765,"12T",4831197,657281,7.5,"",2021-04-10 18:10:17,1,"","","No",NA,"708502A",2021-04-10 18:01:30,2021-03-01,"WR_Elk035",2021-04-11,"NA"
"2021.04.12 00:01:30","2021.04.12 00:00:00","2021.04.12 00:01:30","Succeeded",43.619885,-109.041667,"12T",4831519,658008,7.5,"",2021-04-11 18:01:12,1,"","","No",NA,"708502A",2021-04-11 18:01:30,2021-03-01,"WR_Elk035",2021-04-12,"NA"
"2021.04.13 00:01:30","2021.04.13 00:00:00","2021.04.13 00:01:30","Succeeded",43.644176,-108.932233,"12T",4834431,666771,7.5,"",2021-04-12 18:10:43,1,"","","No",NA,"708502A",2021-04-12 18:01:30,2021-03-01,"WR_Elk035",2021-04-13,"NA"
"2021.04.14 00:01:30","2021.04.14 00:00:00","2021.04.14 00:01:30","Succeeded",43.680997,-108.922191,"12T",4838541,667478,22.5,"",2021-04-13 18:01:12,1,"","","No",NA,"708502A",2021-04-13 18:01:30,2021-03-01,"WR_Elk035",2021-04-14,"NA"
